,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
330,Perfect Viewer,COMICS,4.4,51981.0,,5000000.0,Free,0.0,Everyone,Comics,2018-08-01,4.2.0.2,2.3 and up
335,Messenger – Text and Video Chat for Free,COMMUNICATION,4.0,56642847.0,,1000000000.0,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device
336,WhatsApp Messenger,COMMUNICATION,4.4,69119316.0,,1000000000.0,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device
338,Google Chrome: Fast & Secure,COMMUNICATION,4.3,9642995.0,,1000000000.0,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device
339,Messenger Lite: Free Calls & Messages,COMMUNICATION,4.4,1429035.0,,100000000.0,Free,0.0,Everyone,Communication,2018-07-25,37.0.0.7.163,2.3 and up
340,Gmail,COMMUNICATION,4.3,4604324.0,,1000000000.0,Free,0.0,Everyone,Communication,2018-08-02,Varies with device,Varies with device
341,Hangouts,COMMUNICATION,4.0,3419249.0,,1000000000.0,Free,0.0,Everyone,Communication,2018-07-21,Varies with device,Varies with device
342,Viber Messenger,COMMUNICATION,4.3,11334799.0,,500000000.0,Free,0.0,Everyone,Communication,2018-07-18,Varies with device,Varies with device
344,Firefox Browser fast & private,COMMUNICATION,4.4,3075028.0,,100000000.0,Free,0.0,Everyone,Communication,2018-07-10,Varies with device,Varies with device
348,Contacts,COMMUNICATION,4.3,66602.0,,50000000.0,Free,0.0,Everyone,Communication,2018-06-26,2.8.4.201036949,5.0 and up
351,Opera Mini - fast web browser,COMMUNICATION,4.5,5149854.0,,100000000.0,Free,0.0,Everyone,Communication,2018-07-19,Varies with device,Varies with device
353,MegaFon Dashboard,COMMUNICATION,3.7,99559.0,,10000000.0,Free,0.0,Everyone,Communication,2018-07-30,Varies with device,Varies with device
354,ZenUI Dialer & Contacts,COMMUNICATION,4.5,437674.0,,10000000.0,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device
356,Opera Browser: Fast and Secure,COMMUNICATION,4.4,2473509.0,,100000000.0,Free,0.0,Everyone,Communication,2018-07-31,47.1.2249.129326,Varies with device
359,Google Voice,COMMUNICATION,4.2,171031.0,,10000000.0,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device
360,Chrome Dev,COMMUNICATION,4.4,63543.0,,5000000.0,Free,0.0,Everyone,Communication,2018-08-02,69.0.3497.24,Varies with device
361,Xperia Link™,COMMUNICATION,4.1,45487.0,,10000000.0,Free,0.0,Everyone,Communication,2016-10-27,Varies with device,Varies with device
363,Who,COMMUNICATION,4.3,2451083.0,,100000000.0,Free,0.0,Teen,Communication,2018-08-03,Varies with device,Varies with device
365,WeChat,COMMUNICATION,4.2,5387333.0,,100000000.0,Free,0.0,Everyone,Communication,2018-07-31,Varies with device,Varies with device
369,Android Messages,COMMUNICATION,4.2,781810.0,,100000000.0,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device
370,Telegram,COMMUNICATION,4.4,3128250.0,,100000000.0,Free,0.0,Mature 17+,Communication,2018-07-27,Varies with device,Varies with device
371,Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237.0,,500000000.0,Free,0.0,Everyone,Communication,2018-07-31,37.1.206017801.DR37_RC14,4.4 and up
372,Puffin Web Browser,COMMUNICATION,4.3,541389.0,,10000000.0,Free,0.0,Everyone,Communication,2018-07-09,7.5.3.20547,4.1 and up
373,Seznam.cz,COMMUNICATION,4.3,46702.0,,1000000.0,Free,0.0,Everyone,Communication,2018-07-04,Varies with device,Varies with device
375,AT&T Visual Voicemail,COMMUNICATION,3.7,13761.0,,10000000.0,Free,0.0,Everyone,Communication,2018-06-27,Varies with device,Varies with device
376,GMX Mail,COMMUNICATION,4.3,258556.0,,10000000.0,Free,0.0,Everyone,Communication,2018-07-25,Varies with device,Varies with device
381,WhatsApp Messenger,COMMUNICATION,4.4,69119316.0,,1000000000.0,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device
382,Messenger – Text and Video Chat for Free,COMMUNICATION,4.0,56646578.0,,1000000000.0,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device
385,Viber Messenger,COMMUNICATION,4.3,11334973.0,,500000000.0,Free,0.0,Everyone,Communication,2018-07-18,Varies with device,Varies with device
386,Hangouts,COMMUNICATION,4.0,3419433.0,,1000000000.0,Free,0.0,Everyone,Communication,2018-07-21,Varies with device,Varies with device
389,free video calls and chat,COMMUNICATION,4.2,594728.0,,50000000.0,Free,0.0,Everyone,Communication,2018-07-19,7.3(800241),4.4 and up
390,WeChat,COMMUNICATION,4.2,5387446.0,,100000000.0,Free,0.0,Everyone,Communication,2018-07-31,Varies with device,Varies with device
391,Skype - free IM & video calls,COMMUNICATION,4.1,10484169.0,,1000000000.0,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device
392,Telegram,COMMUNICATION,4.4,3128509.0,,100000000.0,Free,0.0,Mature 17+,Communication,2018-07-27,Varies with device,Varies with device
393,Who,COMMUNICATION,4.3,2451093.0,,100000000.0,Free,0.0,Teen,Communication,2018-08-03,Varies with device,Varies with device
394,Google Voice,COMMUNICATION,4.2,171031.0,,10000000.0,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device
396,Android Messages,COMMUNICATION,4.2,781810.0,,100000000.0,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device
399,Glide - Video Chat Messenger,COMMUNICATION,4.3,350154.0,,10000000.0,Free,0.0,Everyone,Communication,2018-07-29,Varies with device,Varies with device
401,Google Allo,COMMUNICATION,4.3,346982.0,,10000000.0,Free,0.0,Everyone,Communication,2018-01-23,Varies with device,4.1 and up
402,Talkray - Free Calls & Texts,COMMUNICATION,4.2,244863.0,,10000000.0,Free,0.0,Everyone,Communication,2018-05-29,Varies with device,Varies with device
403,LINE: Free Calls & Messages,COMMUNICATION,4.2,10790289.0,,500000000.0,Free,0.0,Everyone,Communication,2018-07-26,Varies with device,Varies with device
404,GroupMe,COMMUNICATION,4.5,330761.0,,10000000.0,Free,0.0,Everyone,Communication,2018-07-03,Varies with device,Varies with device
406,BBM - Free Calls & Messages,COMMUNICATION,4.3,12842860.0,,100000000.0,Free,0.0,Everyone,Communication,2018-08-02,Varies with device,4.0.3 and up
407,KakaoTalk: Free Calls & Text,COMMUNICATION,4.3,2546527.0,,100000000.0,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device
410,Google Allo,COMMUNICATION,4.3,346980.0,,10000000.0,Free,0.0,Everyone,Communication,2018-01-23,Varies with device,4.1 and up
411,Google Chrome: Fast & Secure,COMMUNICATION,4.3,9643041.0,,1000000000.0,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device
412,Firefox Browser fast & private,COMMUNICATION,4.4,3075118.0,,100000000.0,Free,0.0,Everyone,Communication,2018-07-10,Varies with device,Varies with device
414,Puffin Web Browser,COMMUNICATION,4.3,541389.0,,10000000.0,Free,0.0,Everyone,Communication,2018-07-09,7.5.3.20547,4.1 and up
415,Opera Browser: Fast and Secure,COMMUNICATION,4.4,2473693.0,,100000000.0,Free,0.0,Everyone,Communication,2018-07-31,47.1.2249.129326,Varies with device
417,Opera Mini - fast web browser,COMMUNICATION,4.5,5150471.0,,100000000.0,Free,0.0,Everyone,Communication,2018-07-19,Varies with device,Varies with device
418,"Dolphin Browser - Fast, Private & Adblock🐬",COMMUNICATION,4.5,2511130.0,,50000000.0,Free,0.0,Everyone,Communication,2018-07-02,Varies with device,Varies with device
422,InBrowser - Incognito Browsing,COMMUNICATION,4.2,27156.0,,1000000.0,Free,0.0,Everyone,Communication,2018-05-31,Varies with device,Varies with device
427,Puffin Browser Pro,COMMUNICATION,4.0,18247.0,,100000.0,Paid,3.99,Everyone,Communication,2018-07-05,7.5.3.20547,4.1 and up
431,Viber Messenger,COMMUNICATION,4.3,11334973.0,,500000000.0,Free,0.0,Everyone,Communication,2018-07-18,Varies with device,Varies with device
442,CIA - Caller ID & Call Blocker,COMMUNICATION,4.0,60308.0,,5000000.0,Free,0.0,Everyone,Communication,2018-06-22,Varies with device,Varies with device
443,Calls Blacklist - Call Blocker,COMMUNICATION,4.5,457283.0,,10000000.0,Free,0.0,Everyone,Communication,2018-05-24,Varies with device,Varies with device
445,True Contact - Real Caller ID,COMMUNICATION,4.1,32283.0,,1000000.0,Free,0.0,Everyone,Communication,2018-07-26,Varies with device,Varies with device
448,Burner - Free Phone Number,COMMUNICATION,4.3,14873.0,,1000000.0,Free,0.0,Everyone,Communication,2018-07-12,Varies with device,Varies with device
449,"Truecaller: Caller ID, SMS spam blocking & Dialer",COMMUNICATION,4.5,7820209.0,,100000000.0,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device
451,Gmail,COMMUNICATION,4.3,4604483.0,,1000000000.0,Free,0.0,Everyone,Communication,2018-08-02,Varies with device,Varies with device
454,"myMail – Email for Hotmail, Gmail and Outlook Mail",COMMUNICATION,4.5,305218.0,,10000000.0,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device
459,Mail.Ru - Email App,COMMUNICATION,4.6,837842.0,,50000000.0,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device
462,mail.com mail,COMMUNICATION,4.2,44706.0,,1000000.0,Free,0.0,Everyone,Communication,2018-07-25,Varies with device,Varies with device
463,SolMail - All-in-One email app,COMMUNICATION,4.3,23707.0,,500000.0,Free,0.0,Everyone,Communication,2017-08-09,2.3.17,Varies with device
464,Hangouts,COMMUNICATION,4.0,3419513.0,,1000000000.0,Free,0.0,Everyone,Communication,2018-07-21,Varies with device,Varies with device
466,free video calls and chat,COMMUNICATION,4.2,594728.0,,50000000.0,Free,0.0,Everyone,Communication,2018-07-19,7.3(800241),4.4 and up
467,Viber Messenger,COMMUNICATION,4.3,11335255.0,,500000000.0,Free,0.0,Everyone,Communication,2018-07-18,Varies with device,Varies with device
468,Skype - free IM & video calls,COMMUNICATION,4.1,10484169.0,,1000000000.0,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device
469,WeChat,COMMUNICATION,4.2,5387446.0,,100000000.0,Free,0.0,Everyone,Communication,2018-07-31,Varies with device,Varies with device
472,Glide - Video Chat Messenger,COMMUNICATION,4.3,350154.0,,10000000.0,Free,0.0,Everyone,Communication,2018-07-29,Varies with device,Varies with device
473,Talkray - Free Calls & Texts,COMMUNICATION,4.2,244863.0,,10000000.0,Free,0.0,Everyone,Communication,2018-05-29,Varies with device,Varies with device
474,LINE: Free Calls & Messages,COMMUNICATION,4.2,10790289.0,,500000000.0,Free,0.0,Everyone,Communication,2018-07-26,Varies with device,Varies with device
475,KakaoTalk: Free Calls & Text,COMMUNICATION,4.3,2546527.0,,100000000.0,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device
476,"Moco+ - Chat, Meet People",DATING,4.2,1545.0,,10000.0,Paid,3.99,Mature 17+,Dating,2018-06-19,2.6.139,4.1 and up
478,Truth or Dare Pro,DATING,,0.0,20000000.0,50.0,Paid,1.49,Teen,Dating,2017-09-01,1.0,4.0 and up
479,"Private Dating, Hide App- Blue for PrivacyHider",DATING,,0.0,18000.0,100.0,Paid,2.99,Everyone,Dating,2017-07-25,1.0.1,4.0 and up
480,Ad Blocker for SayHi,DATING,,4.0,1200000.0,100.0,Paid,3.99,Teen,Dating,2018-08-02,1.2,4.0.3 and up
482,Zoosk Dating App: Meet Singles,DATING,4.0,516801.0,,10000000.0,Free,0.0,Mature 17+,Dating,2018-08-02,Varies with device,Varies with device
484,Match™ Dating - Meet Singles,DATING,3.7,76646.0,,10000000.0,Free,0.0,Mature 17+,Dating,2018-07-23,Varies with device,Varies with device
489,"Moco - Chat, Meet People",DATING,4.2,313724.0,,10000000.0,Free,0.0,Mature 17+,Dating,2018-08-04,2.6.141,4.1 and up
491,Hot or Not - Find someone right now,DATING,4.1,305708.0,,10000000.0,Free,0.0,Mature 17+,Dating,2018-08-02,Varies with device,Varies with device
500,"Blendr - Chat, Flirt & Meet",DATING,4.0,28671.0,,1000000.0,Free,0.0,Mature 17+,Dating,2018-08-01,Varies with device,Varies with device
508,Free Dating & Flirt Chat - Choice of Love,DATING,4.0,42194.0,,5000000.0,Free,0.0,Mature 17+,Dating,2018-07-24,Varies with device,Varies with device
526,NoBuffDating - Free Dating App,DATING,4.2,1939.0,,100000.0,Free,0.0,Mature 17+,Dating,2017-01-08,1.0.0,4.0 and up
529,Free Dating App - Meet Local Singles - Flirt Chat,DATING,4.1,825.0,,100000.0,Free,0.0,Mature 17+,Dating,2017-12-28,1.0.5,4.0 and up
532,"Chat Rooms, Avatars, Date - Galaxy",DATING,4.3,135418.0,,10000000.0,Free,0.0,Mature 17+,Dating,2018-07-07,Varies with device,Varies with device
551,"Moco - Chat, Meet People",DATING,4.2,313724.0,,10000000.0,Free,0.0,Mature 17+,Dating,2018-08-04,2.6.141,4.1 and up
553,Hot or Not - Find someone right now,DATING,4.1,305708.0,,10000000.0,Free,0.0,Mature 17+,Dating,2018-08-02,Varies with device,Varies with device
561,"Blendr - Chat, Flirt & Meet",DATING,4.0,28671.0,,1000000.0,Free,0.0,Mature 17+,Dating,2018-08-01,Varies with device,Varies with device
571,"Moco+ - Chat, Meet People",DATING,4.2,1546.0,,10000.0,Paid,3.99,Mature 17+,Dating,2018-06-19,2.6.139,4.1 and up
574,"Chat Rooms, Avatars, Date - Galaxy",DATING,4.3,135420.0,,10000000.0,Free,0.0,Mature 17+,Dating,2018-07-07,Varies with device,Varies with device
594,FERZU - Furries Social Network,DATING,3.9,1576.0,,10000.0,Free,0.0,Mature 17+,Dating,2018-02-16,4.4.1,4.1 and up
610,Random Video Chat,DATING,,3.0,16000000.0,1000.0,Free,0.0,Mature 17+,Dating,2018-07-15,4.20,4.0.3 and up
613,Random Video Chat App With Strangers,DATING,,3.0,4800000.0,1000.0,Free,0.0,Mature 17+,Dating,2018-07-17,1.,4.0 and up
617,Meet With Strangers: Video Chat & Dating,DATING,,2.0,3700000.0,500.0,Free,0.0,Mature 17+,Dating,2018-07-16,1.,4.0 and up
620,Ost. Zombies Cast - New Music and Lyrics,DATING,,1.0,4600000.0,100.0,Free,0.0,Teen,Dating,2018-07-20,1.0,4.0.3 and up
621,Dating White Girls,DATING,,0.0,3600000.0,50.0,Free,0.0,Mature 17+,Dating,2018-07-20,1.0,4.0 and up
623,Geeks Dating,DATING,,0.0,13000000.0,50.0,Free,0.0,Mature 17+,Dating,2018-07-10,1.0,4.1 and up
624,Live chat - free video chat,DATING,,1.0,8700000.0,500.0,Free,0.0,Mature 17+,Dating,2018-07-23,3.52,4.0.3 and up
626,Fishing Brain & Boating Maps Marine,DATING,,3.0,6900000.0,500.0,Free,0.0,Everyone,Dating,2018-07-23,1.0,4.0.3 and up
627,CAM5678 Video Chat,DATING,,0.0,39000000.0,500.0,Free,0.0,Mature 17+,Dating,2018-07-13,5.5.8,4.0.3 and up
